"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"UR01_CP"	"UR01"	"UR02_CP"	"UR02x01"	"UR02x02"	"UR02x03"	"UR02x04"	"UR02x05"	"UR02x06"	"UR02x07"	"UR02x08"	"UR02x09"	"UR02x10"	"UR02x11"	"UR02x12"	"UR02x13"	"UR02x14"	"UR02x15"	"UR02x16"	"UR02x17"	"UR02x18"	"UR02x19"	"UR02x20"	"UR02x21"	"UR02x22"	"UR02x23"	"UR02x24"	"UR02x25"	"UR02x26"	"UR02x27"	"UR02x28"	"UR02x29"	"UR02x30"	"UR02x31"	"UR02x32"	"UR02x33"	"UR02x34"	"UR02x35"	"UR02x36"	"UR02x37"	"UR02x38"	"UR02x39"	"UR02x40"	"UR02x41"	"UR02x42"	"UR02x43"	"UR02x44"	"UR02x45"	"UR02x46"	"UR02x47"	"UR02x48"	"UR02x49"	"UR02x50"	"UR02x51"	"UR02x52"	"UR02x53"	"UR02x54"	"UR02x55"	"UR02x56"	"UR02x57"	"UR02x58"	"UR02x59"	"UR02x60"	"UR02x61"	"UR02x62"	"UR02x63"	"UR02x64"	"UR02x65"	"UR02x66"	"UR02x67"	"UR02x68"	"UR02x69"	"UR02x70"	"UR02x71"	"UR02x72"	"UR02x73"	"UR02x74"	"UR02x75"	"UR02x76"	"UR02x77"	"UR02x78"	"UR02x79"	"UR02x80"	"UR02x81"	"UR02x82"	"UR02x83"	"UR02x84"	"TR01_01"	"TR01_01a"	"TR01_02"	"TR01_02a"	"TR01_03"	"TR01_03a"	"TR01_04"	"TR01_04a"	"TR01_05"	"TR01_05a"	"TR01_06"	"TR01_06a"	"TR01_07"	"TR01_07a"	"TR01_08"	"TR01_08a"	"TR01_09"	"TR01_09a"	"TR01_10"	"TR01_10a"	"TR01_11"	"TR01_11a"	"TR01_12"	"TR01_12a"	"TR01_13"	"TR01_13a"	"TR01_14"	"TR01_14a"	"TR01_15"	"TR01_15a"	"TR01_16"	"TR01_16a"	"TR02_01"	"TR02_01a"	"TR02_02"	"TR02_02a"	"TR02_03"	"TR02_03a"	"TR02_04"	"TR02_04a"	"TR02_05"	"TR02_05a"	"TR02_06"	"TR02_06a"	"TR02_07"	"TR02_07a"	"TR02_08"	"TR02_08a"	"TR02_09"	"TR02_09a"	"TR02_10"	"TR02_10a"	"TR02_11"	"TR02_11a"	"TR02_12"	"TR02_12a"	"TR02_13"	"TR02_13a"	"TR02_14"	"TR02_14a"	"TR02_15"	"TR02_15a"	"TR02_16"	"TR02_16a"	"TR02_17"	"TR02_17a"	"TR02_18"	"TR02_18a"	"TR02_19"	"TR02_19a"	"TR02_20"	"TR02_20a"	"TR02_21"	"TR02_21a"	"TR02_22"	"TR02_22a"	"TR02_23"	"TR02_23a"	"TR02_24"	"TR02_24a"	"TR02_25"	"TR02_25a"	"TR02_26"	"TR02_26a"	"TR02_27"	"TR02_27a"	"TR02_28"	"TR02_28a"	"TR02_29"	"TR02_29a"	"TR02_30"	"TR02_30a"	"TR02_31"	"TR02_31a"	"TR02_32"	"TR02_32a"	"TR02_33"	"TR02_33a"	"TR02_34"	"TR02_34a"	"TR02_35"	"TR02_35a"	"TR02_36"	"TR02_36a"	"TR02_37"	"TR02_37a"	"TR02_38"	"TR02_38a"	"TR02_39"	"TR02_39a"	"TR02_40"	"TR02_40a"	"TR02_41"	"TR02_41a"	"TR02_42"	"TR02_42a"	"TR02_43"	"TR02_43a"	"TR02_44"	"TR02_44a"	"TR02_45"	"TR02_45a"	"TR02_46"	"TR02_46a"	"TR02_47"	"TR02_47a"	"TR02_48"	"TR02_48a"	"TR02_49"	"TR02_49a"	"TR02_50"	"TR02_50a"	"TR02_51"	"TR02_51a"	"TR02_52"	"TR02_52a"	"TR02_53"	"TR02_53a"	"TR02_54"	"TR02_54a"	"TR02_55"	"TR02_55a"	"TR02_56"	"TR02_56a"	"TR02_57"	"TR02_57a"	"TR02_58"	"TR02_58a"	"TR02_59"	"TR02_59a"	"TR02_60"	"TR02_60a"	"TR02_61"	"TR02_61a"	"TR02_62"	"TR02_62a"	"TR02_63"	"TR02_63a"	"TR02_64"	"TR02_64a"	"TR02_65"	"TR02_65a"	"TR02_66"	"TR02_66a"	"TR02_67"	"TR02_67a"	"TR02_68"	"TR02_68a"	"TR02_69"	"TR02_69a"	"TR02_70"	"TR02_70a"	"TR02_71"	"TR02_71a"	"TR02_72"	"TR02_72a"	"TR02_73"	"TR02_73a"	"TR02_74"	"TR02_74a"	"TR02_75"	"TR02_75a"	"TR02_76"	"TR02_76a"	"TR02_77"	"TR02_77a"	"TR02_78"	"TR02_78a"	"TR02_79"	"TR02_79a"	"TR02_80"	"TR02_80a"	"TR02_81"	"TR02_81a"	"TR02_82"	"TR02_82a"	"TR02_83"	"TR02_83a"	"TR02_84"	"TR02_84a"	"IV01_RV1"	"IV01_REF"	"IV02_01"	"IV02_02"	"DM03"	"DM04"	"DM05"	"DM06"	"DM07"	"DM10_01"	"DM11"	"DM11_01"	"DV01_01"	"DV02_01"	"DV03_01"	"DV03_02"	"DV04_01"	"DV04_02"	"DV05_01"	"DV05_02"	"DV06_01"	"DV06_02"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME017"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
206			"base"	"interview"	2021-04-23 14:58:47	16	1	1309	2	4	4	3	1	4	2	1	2	4	1	2	3	4	1	2	3	2	4	3	3	4	3	3	4	2	3	4	4	3	2	1	4	2	1	3	1	1	1	3	3	3	3	4	3	4	3	1	3	1	2	3	4	1	3	3	4	4	2	2	4	4	3	4	1	3	3	2	1	1	4	4	3	2	4	1	4	1	2	1	1	3	4	4	1	5746	1	4087	1	3019	1	3065	1	2958	1	2839	1	3297	1	2775	1	3699	1	2533	1	2725	1	2515	1	2685	1	2760	1	2560	1	2740	1	2458	1	2204	1	2339	1	2164	1	2161	1	2150	1	2525	1	2214	1	2027	1	2321	1	2736	2	2662	2	2030	2	1971	2	2027	2	2063	2	2076	1	1875	1	1934	1	1877	1	1866	1	1859	1	1928	1	1979	1	1981	2	1860	2	1891	1	1937	1	1929	1	1993	2	1879	1	1831	2	1851	2	2025	2	1921	2	1981	1	1923	1	1986	2	1922	1	1812	1	1878	2	1851	2	1812	2	1823	2	2102	2	1874	2	1938	1	1859	2	1924	1	1815	2	1867	2	1825	2	1822	2	1856	2	1990	2	1848	2	1835	2	1877	2	1820	2	1887	2	1842	2	1842	2	1859	2	1844	2	1826	2	1785	1	1806	2	1777	2	1809	2	1862	2	1825	2	2009	2	1854	2	1903	2	1822	2	1909	2	1817	2	1838	2	1884	2	1827	2	1952	2	1992	2	1842	2	2320	"5decb11b9b8f2437f63f1d8b"	"-"	"Forced1Forced1Forced2Forced1Forced2Forced2Forced2Forced2Forced4Forced4Forced2Forced2Forced2Forced4Forced3Forced2ForcedFeedback"	"-340"	2	13	1	2	2		1	T	67	51	51	67	41	61	21	34	1	1	21	4	27	10	16	31	3	12	3	18	24	17	231	7	30	16	20	490		2021-04-23 15:06:59	T	F	17	17	1	0	1.39	26
207			"base"	"interview"	2021-04-23 14:58:47	23	4	1875	4	3	4	2	1	2	2	2	3	3	3	1	4	3	3	1	4	1	2	4	1	2	1	1	3	4	2	3	4	1	4	4	4	3	4	3	3	3	3	1	4	1	2	3	1	4	1	3	3	2	4	1	2	3	1	2	3	2	2	1	4	3	2	4	1	2	2	1	4	4	1	1	1	3	1	2	4	3	3	2	4	4	3	2	1	10595	1	10045	1	14367	1	3575	1	18079	1	2737	1	6539	1	3988	1	3258	1	3035	1	5021	1	3006	1	3051	1	20021	1	3129	1	3180	1	4257	2	5480	2	3427	2	4600	1	3397	1	2652	2	2413	2	2595	2	2397	2	2670	1	2313	1	2234	2	2472	1	2548	2	2026	2	1907	1	2294	2	3120	1	1766	1	2551	2	2727	2	4523	1	2077	1	1773	2	2589	1	2571	1	3540	1	2086	1	2108	2	3614	2	2137	1	4424	2	2648	1	2431	2	2075	2	3511	2	4773	1	2559	1	1768																																																																																											"5eea76fb200cc717400b1dd0"	"-"	"Forced4Forced3Forced4Forced4Forced4Forced4Forced2Forced4Forced2Forced1Forced4Forced4Forced4Forced2Forced3Forced3ForcedFeedback"		2						1	T	89		21	81			76	41			47	54	82	18	4	32	23	75	7	24	68	35	161					630		2021-04-23 15:09:18	F	F	13	13	0	0	0.79	8
208			"base"	"interview"	2021-04-23 14:58:49	20	2	1686	4	4	3	1	3	3	4	4	2	3	1	3	4	3	1	1	1	4	3	2	3	2	4	3	1	2	4	2	2	2	1	4	1	3	3	2	3	2	1	2	3	4	1	2	1	1	1	3	2	4	4	4	4	1	1	4	2	1	1	4	4	2	3	2	1	3	4	3	1	4	4	4	3	3	3	3	1	2	2	2	4	3	2	4	1	10863	1	12676	1	12141	1	5293	1	6092	1	3763	1	4294	1	5893	1	5472	1	4626	1	6560	1	4884	1	4931	1	5238	1	3227	1	8500	2	6094	2	4326	2	2802	2	2548	2	2738	2	2444	2	2419	2	2337	2	2195	2	2206	2	2217	2	2215	2	2238	2	2398	2	2096	2	2216	2	2344	2	2170	2	2124	2	2240	2	2148	2	2155	2	2091	2	7627	2	1955	2	2193	2	2201	2	2338	2	2082	2	2029	2	2172	2	2084	2	2262	2	2077	2	2142	2	2165	2	2446	2	2386	2	2174	2	2185	2	2389	2	2090	2	2174	2	2107	2	2151	2	2427	2	2248	2	2251	2	2192	2	2127	2	1933	2	2096	2	2058	2	2047	2	2141	2	3882	2	2111	2	1973	2	2013	2	2023	2	2181	2	2147	2	2122	2	2111	2	2161	2	1927	2	2124	2	2163	2	2241	2	2079	2	2138	2	2055	2	2124	2	2135	2	2108	2	2130	2	2119	2	1949	2	2187	2	2117	2	2139	2	2157	2	2123	2	3685	"6046318fcd63af088fe89c12"	"-"	"Forced2Forced4Forced2Forced1Forced4Forced3Forced4Forced4Forced3Forced3Forced4Forced4Forced4Forced4Forced4Forced2ForcedFeedback"	"-380"	2	10	2	2	6	"I noticed the initial representation was biased but I was too lazy to actually count. Just proves I'm too lazy at maths to be a good police officer :)"	1	T	34	37	16	26	16	24	51	51	21	34	42	30	38	9	6	33	17	58	7	52	108	32	258	18	125	23	115	655		2021-04-23 15:15:03	T	F	17	17	0	0	0.66	2
209			"base"	"interview"	2021-04-23 14:58:51	24	3	1953	4	1	3	3	4	3	4	1	2	4	4	1	1	4	3	1	3	4	1	2	1	1	1	4	3	3	3	1	3	3	3	4	2	1	3	1	3	1	3	1	3	2	2	1	3	2	3	2	1	4	1	1	3	3	3	1	3	4	4	4	2	1	1	2	2	4	3	4	2	4	3	2	1	1	1	4	1	4	3	2	4	1	3	3	1	5427	1	7622	1	6328	1	3904	1	5710	1	4294	1	3172	1	3944	1	3291	1	4216	1	5036	1	4675	1	2955	1	3640	1	3029	1	4429	2	2955	1	4851	2	2283	1	1895	1	1964	1	2091	1	1883	1	2065	1	2035	1	1831	2	1864	1	1966	2	2086	1	1853	1	2418	1	1786	1	2139	1	1848	2	1905	2	1892	1	1900	1	1903	1	1892	2	1910	2	1768	2	1873	2	1920	1	1958	1	2128	1	1971	1	1945	2	2110	1	2048	2	2879	1	2056	1	2345	1	2444	1	2464	1	1914	1	1892	2	1894	1	1792	1	1896	1	1776	1	2330	1	1922	1	2582	1	1912	1	2220	2	1914	2	2097	1	1863	1	1930	2	1713	1	1802	1	1842	1	1618	2	1681	2	2214	2	1648	2	1802	2	1777	2	2232	2	1753	2	1759	1	2146	1	1670	2	1820	2	1843	1	1957	2	1807	2	1690	1	1701	2	1941	1	1871	2	1672	2	1869	2	2393	2	1768	2	1850	1	1677	1	1796	1	1886	2	2834	"5f2af6dc1a903c46dd0e53bd"	"-"	"Forced2Forced2Forced4Forced4Forced1Forced1Forced2Forced2Forced2Forced2Forced4Forced1Forced2Forced3Forced2Forced2ForcedFeedback"	"-460"	2	3	1	2	2		1	T	27	85	26	16	11	21	101	101	101	101	64	68	96	44	17	43	5	16	3	17	34	51	224	11	16	19	24	716		2021-04-23 15:11:24	T	F	17	17	1	0	0.88	8
210			"base"	"interview"	2021-04-23 14:58:51	22	3	1813	4	3	3	3	4	1	4	3	1	4	2	2	1	1	2	2	3	3	1	3	3	1	4	2	3	3	3	4	3	1	3	4	1	2	3	4	1	2	2	3	2	3	2	2	4	4	1	2	1	2	3	4	2	1	4	4	1	4	2	3	4	3	2	1	3	2	1	2	2	3	4	1	1	3	2	2	4	3	2	1	1	2	3	4	1	5613	1	4906	1	4889	1	3738	1	3143	1	2961	1	2829	1	3111	1	3144	1	2809	1	2920	1	2954	1	2814	1	3452	1	3275	1	3247	2	3471	2	4658	2	2519	2	3271	1	2580	2	2710	1	4705	1	2167	2	4196	2	2011	1	2274	2	2316	2	1975	2	2185	1	2616	1	2011	2	2068	1	2559	1	1927	1	4376	2	2287	1	4569	2	3155	1	2828	2	2283	2	2505	1	2224	2	4541	2	2624	2	1964	2	2729	2	2218	2	2175	2	2187	2	1979	2	1993	2	2578	1	2223	1	2215	2	2652	1	5074	1	1989	2	2757	1	2266	2	2015	2	2296	2	2175	2	2412	2	2034	1	2032	2	2010	2	2068	1	2087	1	1905	2	1891	2	1948	2	2194	1	2333	2	3687	2	2533	1	2453	1	2109	2	1971	2	1970	1	1931	2	1959	2	4988	1	1921	1	1952	2	2001	2	2486	2	2393	2	2033	2	1991	1	2268	1	1851	1	2283	1	2167	2	1836	1	2225	2	2023	2	1934	2	1950	2	1941	"605b46f12f06bd9ec2291f4a"	"-"	"Forced2Forced2Forced2Forced3Forced2Forced2Forced2Forced2Forced4Forced1Forced1Forced4Forced1Forced2Forced4Forced2ForcedFeedback"	"-480"	2	5	1	2	4		1	T	67	45	41	75	61	41	61	81	31	31	42	38	40	12	10	41	4	12	3	18	58	33	265	13	39	18	22	668		2021-04-23 15:10:02	T	F	17	17	1	0	0.98	9
211			"base"	"interview"	2021-04-23 14:58:52	23	1	1932	4	2	4	3	4	1	4	4	4	3	2	2	3	4	4	2	4	3	4	1	1	1	4	3	4	1	1	2	1	3	3	1	4	4	2	4	4	3	3	2	3	2	1	4	1	2	2	2	2	4	3	3	1	3	2	2	3	3	4	2	3	4	3	3	1	4	2	4	1	1	4	3	2	2	3	2	4	2	3	2	3	4	4	4	1	20237	1	6752	1	6758	1	4720	1	6101	1	6912	1	4694	1	3352	1	3549	1	3592	1	3665	1	3441	1	4474	1	3336	1	3260	1	3129	2	4224	2	2617	2	2265	2	2224	2	2192	2	2146	1	2867	2	2785	1	3029	2	2382	1	2492	2	2715	1	2190	1	2180	1	2135	1	2133	1	2143	2	3014	2	2250	1	2288	1	2183	1	1984	1	1996	1	2216	1	2124	1	2183	1	2066	1	1986	1	1880	1	1751	2	2161	2	2113	2	2049	1	2418	1	2051	1	1917	1	2070	1	1916	1	2058	1	1775	1	1919	1	1914	1	2034	1	1921	1	2053	1	1925	1	2136	1	1981	1	2114	1	2641	1	2741	1	2001	1	1872	1	2151	1	1751	1	2115	1	2068	1	2020	1	2068	2	2364	2	1935	2	1928	1	2112	1	2089	1	2080	1	2041	2	2098	2	2038	1	2158	1	1949	1	2565	2	2925	2	2119	2	2155	2	2124	2	2145	2	2024	1	3137	1	2041	1	2004	1	2075	1	2099	1	3136	1	4774	"5f6e70f1d44be63c19e3c5e1"	"-"	"Forced4Forced2Forced2Forced3Forced2Forced2Forced2Forced4Forced2Forced1Forced1Forced2Forced2Forced1Forced4Forced2ForcedFeedback"	"-300"	2	3	2	2	2		1	T	77	60	60	88	77	79	76	76	83	84	98	20	63	9	12	53	6	28	3	28	41	30	251	28	37	67	4	709		2021-04-23 15:11:52	T	F	17	17	1	0	0.9	9
212			"base"	"interview"	2021-04-23 14:58:52	14	3	1207	1	4	4	4	1	1	4	1	1	3	4	1	2	3	3	2	2	4	1	2	3	1	4	3	1	4	2	3	1	4	4	2	4	3	4	1	4	4	2	3	1	4	2	4	2	1	1	3	2	1	1	2	1	3	1	3	4	4	2	3	1	1	1	4	1	2	1	1	1	1	4	2	3	2	2	2	1	3	2	2	4	4	1	3	1	4247	1	4546	1	3411	1	3466	1	2888	1	5175	1	3311	1	2321	1	2640	1	2611	1	2462	1	6063	1	2700	1	2633	1	2935	1	2632	2	2809	1	2073	2	2025	1	2007	2	1917	1	2096	2	2029	1	2081	2	1920	1	1902	1	2128	2	1964	1	1925	1	3392	1	1938	1	1866	1	1827	2	2073	2	2049	1	1971	2	1814	2	1821	1	1857	1	2362	2	2313	1	1897	2	1904	1	1812	1	1834	2	2030	1	1815	2	1859	1	1914	2	2637	1	1933	1	1986	2	2037	1	2172	2	2027	1	1935	1	1947	1	2286	2	2393	2	1978	1	2121	2	2524	1	2622	2	2164	1	2005	2	1902	1	2351	2	21101	1	1825	2	1980	1	2263	1	1919	1	3524	1	1931	1	1855	1	5110	2	2084	2	11839	1	1839	2	56160	1	2010	2	2224	1	2127	2	1978	1	2064	2	2010	1	2056	2	2055	2	1715	2	1845	2	20387	1	1990	1	1843	2	1699	2	2075	1	2052	2	2006	1	2055	2	1899	1	1910	"5b03d272c66dc60001980a2f"	"-"	"Forced1Forced3Forced2Forced4Forced2Forced2Forced2Forced4Forced2Forced4Forced2Forced2Forced1Forced2Forced2Forced1ForcedFeedback"	"-400"	2	14	1	2	4		1	T	79	80	49	30	71	35	44	64	30	24	9	3	17	3	11	38	5	10	2	4	5	3	330	3	6	8	3	460		2021-04-23 15:06:34	T	F	17	17	1	0	2.34	112
214			"base"	"interview"	2021-04-23 14:58:55	21	3	1705	2	3	2	2	2	4	1	3	2	3	3	4	2	3	3	4	1	1	3	1	2	1	4	1	3	2	2	2	2	3	1	2	4	3	1	3	3	4	3	4	3	3	4	3	1	4	1	3	1	2	1	2	2	4	1	1	4	1	3	1	4	4	3	1	1	3	2	4	2	2	3	1	1	1	2	2	1	4	2	1	2	3	2	4	1	7478	1	4992	1	6691	1	4281	1	5260	1	4397	1	4798	1	4331	1	3800	1	3463	1	4469	1	3298	1	3227	1	3229	1	3319	1	3210	1	3272	1	4150	2	2609	2	3383	1	2958	1	2692	2	5965	2	2818	1	2559	1	2294	2	3521	2	2100	2	2198	1	3348	1	2157	1	2273	1	2554	2	2092	2	2976	1	2191	1	2164	1	2012	2	2793	2	3659	2	2548	2	2159	1	2383	1	2538	2	2126	1	3075	1	2651	1	2392	2	2204	2	2570	2	2991	1	2110	2	2174	1	2153	1	2462	2	2310	1	2381	2	2124	2	2768	2	2752	1	2568	2	2496	2	2354	1	2326	1	3025	2	2106	1	2274	1	2593	1	2513	2	2631	2	4886	1	2188	2	2306	2	2591	1	2184	2	2340	2	1993	1	2446	1	2165	2	2096	1	2113	2	2342	1	2418	2	2301	2	2718	1	2121	2	2447	1	2434	1	2291	2	2140	1	2287	2	2098	1	2492	2	2216	2	2382	1	3341	2	2239	1	3999	2	2536	1	3051	"5fde40d68fd71d58cfd76206"	"-"	"Forced3Forced2Forced2Forced2Forced1Forced4Forced4Forced2Forced1Forced2Forced1Forced2Forced2Forced2Forced4Forced2ForcedFeedback"	"-520"	2	5	2	2	4	"5fde40d68fd71d58cfd76206"	1	T	37	46	54	51	40	46	15	35	8	10	50	18	31	8	16	43	9	15	6	21	33	25	288	12	20	11	22	628		2021-04-23 15:09:24	T	F	17	17	0	0	0.96	6
215			"base"	"interview"	2021-04-23 14:58:58	21	1	1748	3	4	4	1	4	4	3	4	1	4	2	1	2	2	4	4	1	4	2	1	4	1	3	2	2	2	2	4	4	1	3	4	4	1	2	4	2	1	2	2	3	4	2	3	2	4	1	2	2	4	4	2	4	4	2	3	2	4	3	4	4	4	3	3	2	4	1	4	3	4	4	3	1	3	2	3	3	1	3	3	2	4	3	3	1	44716	1	4136	1	4468	1	2908	1	2737	1	2908	1	3015	1	3331	1	2770	1	3085	1	4366	1	2760	1	2951	1	2879	1	2896	1	2677	2	4440	2	3421	2	2193	2	2084	2	2487	2	3970	2	2071	2	2066	2	2265	2	2201	1	2211	2	2092	2	2233	2	2085	1	2244	1	2902	2	2351	1	2877	1	1973	1	1967	2	2060	1	3546	2	1706	2	2124	2	2059	1	2445	1	2129	2	1974	2	1996	2	1917	2	1895	2	1813	2	1871	2	1879	2	1994	2	1829	2	1920	2	1730	2	1840	2	2439	1	1904	1	1810	1	1880	1	1617	1	1739	1	1842	2	1911	1	1892	1	1959	2	1740	2	1870	2	1693	2	2106	2	1858	2	2007	2	2151	2	1919	2	1790	2	1912	2	1861	2	1898	2	1884	2	1825	2	1654	2	1847	2	1857	2	1836	2	1847	2	1793	2	1907	2	1913	2	1867	2	1755	2	1818	2	1856	2	1849	2	1778	2	1832	2	1885	2	1856	2	1854	2	2040	2	1816	2	2084	"60162eaf2c5733783e140f45"	"-"	"Forced1Forced4Forced4Forced1Forced2Forced1Forced2Forced3Forced4Forced2Forced2Forced2Forced2Forced2Forced2Forced2ForcedFeedback"	"-240"	2	5	1	2	3		1	T	29	74	68	34	32	66	1	1	1	1	55	12	53	6	52	33	4	13	5	23	38	24	229	10	18	18	12	563		2021-04-23 15:09:04	T	F	17	17	1	0	1.08	11
216			"base"	"interview"	2021-04-23 14:59:01	20	4	1635	3	1	3	4	1	4	1	2	4	4	1	1	1	1	4	4	1	1	2	3	3	1	3	3	4	1	3	4	3	4	4	4	3	2	1	2	4	2	4	1	2	1	1	1	4	2	4	4	4	1	3	2	3	4	4	1	3	2	4	1	4	4	4	4	1	1	2	1	2	3	2	4	3	4	1	3	1	2	4	2	4	4	2	1	1	7026	1	4998	1	8929	1	3840	1	4497	1	5484	1	4340	1	13753	1	15547	1	3002	1	13926	1	3325	1	2625	1	2744	1	2620	1	4891	1	4072	1	2619	1	2851	2	2217	2	2287	2	4632	2	2130	2	2007	1	2074	1	2044	1	2518	1	2653	1	4404	1	2162	1	2022	1	16032	1	5364	1	9821	2	2015	2	2794	1	2135	2	2697	2	2003	1	1944	1	2582	1	7102	1	3305	1	2056	1	1992	1	2149	1	2048	1	1991	1	2007	1	2189	1	2063	1	21509	1	2138	1	2010	1	1984	1	2000	1	11279	1	2440	1	3374	1	1989	1	2146	2	2133	2	2432	1	2253	2	2220	1	2239	1	2280	2	4438	1	2002	1	2003	1	2058	2	2194	2	2158	1	2115	1	6837	1	2309	1	2173	1	2268	1	1990	1	2144	1	2139	1	2128	1	2114	1	2017	1	2062	1	2399	1	2196	1	2593	1	2057	1	2053	1	2049	1	2131	1	2087	1	2081	1	1979	1	2168	1	2268	1	2008	1	2098	1	2357	"5fb6dd390e3c72157611a9a1"	"-"	"Forced2Forced4Forced1Forced4Forced3Forced3Forced4Forced4Forced4Forced4Forced3Forced4Forced4Forced2Forced4Forced2ForcedFeedback"	"-260"	2	2	2	2	2		1	T	11	21	68	20	91	37	83	45	84	70	27	16	23	18	10	17	27	60	7	31	99	106	322	17	10	25	5	674		2021-04-23 15:12:42	T	F	17	17	1	0	0.94	13
217			"base"	"interview"	2021-04-23 14:59:03	20	1	1670	2	3	4	1	4	4	2	3	3	3	1	3	3	4	2	2	1	3	4	4	3	1	3	2	1	2	1	1	2	3	4	4	1	4	3	2	1	4	1	1	1	1	1	4	4	1	1	3	4	3	3	1	1	4	2	3	3	1	1	3	4	4	1	4	3	1	1	2	3	3	2	1	3	2	2	4	1	2	1	4	2	3	3	2	1	12548	1	10555	1	5408	1	7234	1	4152	1	5740	1	3713	1	3619	1	3549	1	3939	1	3518	1	3134	1	3318	1	3201	1	2909	1	2962	1	5402	1	3477	1	3754	1	4702	1	4947	1	3929	2	4235	2	3317	1	4707	1	3058	1	4272	2	4192	2	2994	1	5323	1	4182	1	2895	2	2900	2	2986	1	2522	1	3298	1	2968	1	2326	1	2360	1	2525	1	2300	1	2412	1	2336	2	2832	2	2905	2	4488	1	3848	1	2719	1	3329	2	3155	2	3194	2	2939	1	2831	1	3059	1	5004	1	2878	1	2371	2	3023	2	2451	2	2685	2	2830	2	2609	1	3021	1	2269	2	3346	2	2746	2	2254	2	2321	1	2862	1	2239	1	2603	1	2236	2	2721	1	3037	2	2966	1	2599	1	2455	1	3257	1	2846	1	2957	1	2618	2	3191	2	2355	2	2236	2	2222	1	2779	1	2372	1	2308	1	2614	1	2410	1	2226	1	2211	1	2534	1	2192	1	2164	1	2168	1	2502	1	2514	1	2268	1	4244	"5c69824b98f65b0001353794"	"-"	"Forced1Forced4Forced3Forced2Forced2Forced4Forced1Forced2Forced1Forced4Forced2Forced2Forced2Forced2Forced2Forced2ForcedFeedback"	"-460"	2	28	1	2	2		1	T	73	69	39	101	59	78	63	69	49	48	44	12	68	16	23	41	6	22	5	32	44	52	321	13	28	25	5	757		2021-04-23 15:11:42	T	F	17	17	1	0	0.89	8
218			"base"	"interview"	2021-04-23 14:59:07	19	1	1552	4	2	3	3	4	2	4	2	3	3	4	1	4	2	1	3	4	2	2	4	1	1	1	4	4	2	2	3	2	4	4	1	2	4	4	3	3	2	3	1	4	2	3	1	1	2	3	1	3	4	3	4	3	3	4	3	4	1	2	3	4	1	2	3	2	4	3	4	2	3	2	1	3	2	4	4	1	2	3	2	3	1	2	3	1	4638	1	6048	1	4768	1	5074	1	4153	1	3795	1	3643	1	5207	1	3937	1	2832	1	2792	1	2738	1	3171	1	2515	1	2850	1	3443	1	4937	1	5789	2	5147	1	5050	1	6212	1	3154	2	2457	2	2097	1	2261	1	4567	2	1973	2	1984	2	1984	2	1979	2	3299	1	2541	1	3469	1	2376	1	2324	2	1857	2	2761	1	1931	1	1883	2	1943	2	2802	2	1930	2	1856	1	1851	2	2052	1	1912	1	2310	1	1892	2	2021	1	2249	1	1837	1	1897	1	1865	2	2130	1	2083	2	1870	2	1928	2	1890	2	1823	1	1888	2	1877	1	1830	1	2322	1	1908	2	1855	1	1843	1	1983	2	1850	1	3056	2	1960	1	1883	1	1952	2	1877	2	4639	1	1864	2	1889	1	1894	1	1854	2	1870	1	1988	2	1823	1	1847	2	2148	1	1877	1	1891	2	1919	1	1876	2	2384	1	1857	2	1881	1	1710	1	2032	1	3298	2	1876	1	1642	1	2002	2	1850	1	1816	2	2008	1	2580	"60486e0a1a94481be4923dbd"	"-"	"Forced2Forced4Forced4Forced1Forced2Forced1Forced2Forced3Forced2Forced2Forced2Forced1Forced2Forced2Forced2Forced4ForcedFeedback"	"-380"	2	13	1	2	3		1	T	25	26	77	34	81	81	56	34	39	39	30	4	41	9	13	37	6	16	2	21	54	76	256	8	58	14	5	650		2021-04-23 15:09:57	T	F	17	17	1	0	1.22	19
